#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA28BE
#Date Time: 2023-05-24 14:52:18.534
#Sample rate: 17809.4Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 800 mV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.1977267056039969,-0.032393664811495755,-1.3169426110237734
-0.19767055560399693,-0.04348833936924211,-1.3169426110237734
-0.1976144056039969,-0.054583013926998554,-1.3169426110237734
-0.19755825560399692,-0.0656776884847449,-1.3169426110237734
-0.19750210560399695,-0.07307413818991419,-1.3169426110237734
-0.19744595560399691,-0.08047058789508515,-1.3169426110237734
-0.19738980560399694,-0.08786703760024939,-1.3169426110237734
-0.1973336556039969,-0.09526348730542035,-1.3169426110237734
-0.19727750560399693,-0.09896171215800247,-1.3169426110237734
-0.1972213556039969,-0.10635816186317511,-1.3169426110237734
-0.19716520560399692,-0.11375461156833934,-1.3169426110237734
-0.19710905560399694,-0.11745283642092147,-1.3169426110237734
-0.1970529056039969,-0.12115106127350694,-1.3169426110237734
-0.19699675560399693,-0.12484928612608906,-1.3169426110237734
-0.1969406056039969,-0.12854751097867453,-1.3169426110237734
-0.19688445560399692,-0.13224573583125665,-1.3169426110237734
-0.19682830560399694,-0.13594396068384046,-1.3169426110237734
-0.1967721556039969,-0.13964218553642593,-1.3169426110237734
-0.19671600560399694,-0.13964218553642593,-1.3169426110237734
-0.1966598556039969,-0.14334041038900974,-1.3169426110237734
-0.19660370560399693,-0.14703863524159186,-1.3169426110237734
-0.19654755560399695,-0.15073686009417397,-1.3169426110237734
-0.19649140560399692,-0.15443508494676114,-1.3169426110237734
-0.19643525560399694,-0.16183153465192537,-1.3169426110237734
-0.1963791056039969,-0.16183153465192873,-1.3169426110237734
-0.19632295560399693,-0.15813330979934664,-1.3169426110237734
-0.1962668056039969,-0.15813330979934495,-1.3169426110237734
-0.19621065560399692,-0.16183153465192873,-1.3169426110237734
-0.19615450560399694,-0.16552975950451085,-1.3169426110237734
-0.1960983556039969,-0.16552975950451254,-1.3169426110237734
-0.19604220560399693,-0.16552975950451254,-1.3169426110237734
-0.1959860556039969,-0.16552975950451254,-1.3169426110237734
-0.19592990560399692,-0.16922798435709466,-1.3169426110237734
-0.19587375560399695,-0.16922798435709635,-1.3169426110237734
-0.1958176056039969,-0.16922798435709635,-1.3169426110237734
-0.19576145560399694,-0.17292620920967844,-1.3169426110237734
-0.1957053056039969,-0.16922798435709635,-1.3169426110237734
-0.19564915560399693,-0.16922798435709635,-1.3169426110237734
-0.19559300560399695,-0.16922798435709635,-1.3169426110237734
-0.19553685560399692,-0.17292620920968013,-1.3132352600427357
-0.19548070560399694,-0.16922798435709804,-1.3132352600427357
-0.1954245556039969,-0.16922798435709635,-1.3169426110237734
-0.19536840560399693,-0.16922798435709635,-1.3169426110237734
-0.1953122556039969,-0.16922798435709635,-1.3169426110237734
-0.19525610560399692,-0.16922798435709635,-1.3169426110237734
-0.19519995560399694,-0.16922798435709635,-1.3169426110237734
-0.1951438056039969,-0.16922798435709635,-1.3169426110237734
-0.19508765560399693,-0.16922798435709635,-1.3169426110237734
-0.1950315056039969,-0.16922798435709635,-1.3169426110237734
-0.19497535560399692,-0.16922798435709635,-1.3169426110237734
-0.19491920560399695,-0.16922798435709635,-1.3169426110237734
-0.19486305560399692,-0.16922798435709635,-1.3169426110237734
-0.19480690560399694,-0.16922798435709635,-1.3169426110237734
-0.1947507556039969,-0.17292620920968013,-1.3132352600427357
-0.19469460560399693,-0.16922798435709804,-1.3169426110237716
-0.1946384556039969,-0.16922798435709635,-1.3169426110237734
-0.19458230560399692,-0.16922798435709635,-1.3169426110237734
-0.19452615560399694,-0.16922798435709635,-1.3169426110237734
-0.1944700056039969,-0.16922798435709635,-1.3169426110237734
-0.19441385560399693,-0.16922798435709635,-1.3169426110237734
-0.1943577056039969,-0.16922798435709635,-1.3169426110237734
-0.19430155560399692,-0.16552975950451423,-1.3169426110237734
-0.19424540560399695,-0.16552975950451254,-1.3169426110237734
-0.1941892556039969,-0.16552975950451254,-1.3169426110237734
-0.19413310560399694,-0.16922798435709466,-1.3169426110237734
-0.1940769556039969,-0.16552975950451254,-1.3169426110237734
-0.19402080560399693,-0.16552975950451254,-1.3169426110237734
-0.19396465560399695,-0.16552975950451254,-1.3169426110237734
-0.19390850560399692,-0.16552975950451254,-1.3169426110237734
-0.19385235560399694,-0.16552975950451254,-1.3169426110237734
-0.1937962056039969,-0.16922798435709635,-1.3169426110237734
-0.19374005560399693,-0.16552975950451423,-1.3169426110237734
-0.1936839056039969,-0.16552975950451254,-1.3169426110237734
-0.19362775560399692,-0.16552975950451254,-1.3169426110237734
-0.19357160560399694,-0.16552975950451254,-1.3169426110237734
-0.1935154556039969,-0.16552975950451254,-1.3169426110237734
-0.19345930560399693,-0.16183153465193043,-1.3169426110237734
-0.1934031556039969,-0.16552975950451254,-1.3169426110237734
