#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA28BE
#Date Time: 2023-05-24 14:52:58.540
#Sample rate: 17809.4Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 800 mV Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.1977453667871441,-0.024997215106328158,-1.3169426110237734
-0.1976892167871441,-0.03609188966407956,-1.3169426110237734
-0.1976330667871441,-0.043488339369247155,-1.3169426110237734
-0.1975769167871441,-0.054583013926998554,-1.3132352600427357
-0.19752076678714411,-0.06197946363216615,-1.3169426110237734
-0.1974646167871441,-0.06937591333733376,-1.3132352600427357
-0.1974084667871441,-0.07677236304250135,-1.3169426110237734
-0.1973523167871441,-0.08416881274766895,-1.3169426110237734
-0.1972961667871441,-0.09156526245283655,-1.3169426110237734
-0.1972400167871441,-0.09526348730542371,-1.3169426110237734
-0.1971838667871441,-0.10265993701058794,-1.3169426110237734
-0.1971277167871441,-0.10635816186317175,-1.3169426110237734
-0.1970715667871441,-0.11005638671575554,-1.3132352600427357
-0.1970154167871441,-0.11375461156833934,-1.3132352600427357
-0.1969592667871441,-0.11745283642092315,-1.3132352600427357
-0.19690311678714412,-0.12115106127350526,-1.3169426110237716
-0.1968469667871441,-0.12854751097867453,-1.3169426110237734
-0.1967908167871441,-0.12854751097867453,-1.3132352600427357
-0.1967346667871441,-0.13224573583125834,-1.3169426110237734
-0.1966785167871441,-0.13224573583125834,-1.3169426110237734
-0.1966223667871441,-0.13594396068384215,-1.3169426110237734
-0.19656621678714412,-0.13594396068384215,-1.3169426110237734
-0.1965100667871441,-0.13964218553642593,-1.3132352600427357
-0.1964539167871441,-0.13594396068384215,-1.3132352600427357
-0.1963977667871441,-0.13964218553642593,-1.3132352600427357
-0.1963416167871441,-0.13964218553642593,-1.3132352600427357
-0.1962854667871441,-0.13964218553642593,-1.3132352600427357
-0.19622931678714411,-0.13964218553642593,-1.3169426110237734
-0.1961731667871441,-0.14334041038900974,-1.3132352600427357
-0.1961170167871441,-0.14334041038900974,-1.3169426110237734
-0.1960608667871441,-0.14334041038900974,-1.3132352600427357
-0.1960047167871441,-0.14703863524159355,-1.3169426110237734
-0.1959485667871441,-0.14703863524159355,-1.3169426110237734
-0.1958924167871441,-0.14703863524159355,-1.3169426110237734
-0.1958362667871441,-0.14703863524159355,-1.3169426110237734
-0.1957801167871441,-0.14703863524159355,-1.3169426110237734
-0.1957239667871441,-0.14703863524159355,-1.3169426110237734
-0.1956678167871441,-0.14703863524159355,-1.3132352600427357
-0.19561166678714412,-0.14703863524159355,-1.3169426110237716
-0.1955555167871441,-0.14703863524159355,-1.3169426110237734
-0.1954993667871441,-0.15073686009417733,-1.3169426110237734
-0.1954432167871441,-0.15073686009417733,-1.3169426110237734
-0.1953870667871441,-0.15073686009417733,-1.3169426110237734
-0.1953309167871441,-0.14703863524159355,-1.3169426110237734
-0.19527476678714412,-0.14703863524159355,-1.3169426110237734
-0.1952186167871441,-0.14703863524159355,-1.3132352600427357
-0.1951624667871441,-0.14703863524159355,-1.3169426110237734
-0.1951063167871441,-0.14703863524159355,-1.3169426110237734
-0.1950501667871441,-0.14703863524159355,-1.3169426110237734
-0.1949940167871441,-0.14703863524159355,-1.3169426110237734
-0.19493786678714412,-0.14703863524159355,-1.3132352600427357
-0.1948817167871441,-0.14703863524159355,-1.3132352600427357
-0.1948255667871441,-0.14703863524159355,-1.3169426110237734
-0.1947694167871441,-0.14703863524159355,-1.3169426110237734
-0.1947132667871441,-0.14703863524159355,-1.3169426110237734
-0.1946571167871441,-0.14703863524159355,-1.3169426110237734
-0.19460096678714411,-0.14703863524159355,-1.3169426110237734
-0.1945448167871441,-0.14703863524159355,-1.3169426110237734
-0.1944886667871441,-0.14334041038900974,-1.3169426110237734
-0.1944325167871441,-0.14334041038900974,-1.3169426110237734
-0.1943763667871441,-0.14703863524159355,-1.3169426110237734
-0.19432021678714412,-0.14703863524159355,-1.3169426110237734
-0.1942640667871441,-0.14334041038900974,-1.3169426110237734
-0.1942079167871441,-0.14334041038900974,-1.3169426110237734
-0.1941517667871441,-0.14334041038900974,-1.3169426110237734
-0.1940956167871441,-0.14334041038900974,-1.3169426110237734
